PROBEID,SYMBOL,GENENAME,LOGFC,AVEEXPR,T,P.VALUE,ADJ.P.VAL,B,CONDITION,TIME
236193_at,H2BC4,H2B clustered histone 4,0.477723026,3.6181548,3.758589997,0.000373913,0.008013251,-0.035280112,0,8.02
222920_s_at,TESPA1,"thymocyte expressed, positive selection associated 1",-0.3722106,7.306286189,-3.758582024,0.000373923,0.008013251,-0.035303924,1,13.01
202087_s_at,CTSL,cathepsin L,0.323871893,5.564244744,3.75753947,0.000375197,0.00803409,-0.03841749,0,8.38
1558154_at,LLGL2,LLGL scribble cell polarity complex component 2,-0.372942131,6.974269812,-3.757090105,0.000375748,0.008042642,-0.039759343,1,33.64
225872_at,SLC35F5,solute carrier family 35 member F5,0.575074623,3.754133188,3.756247775,0.000376782,0.008061536,-0.042274366,0,30.98
223590_at,ZNF700,zinc finger protein 700,0.412938178,5.139566318,3.755825737,0.000377302,0.008067776,-0.043534351,0,0
213927_at,MAP3K9,mitogen-activated protein kinase kinase kinase 9,-0.315446753,3.704780519,-3.755746156,0.0003774,0.008067776,-0.043771927,1,11.96
201038_s_at,ANP32A,acidic nuclear phosphoprotein 32 family member A,0.219263643,6.893736826,3.754877048,0.000378472,0.00807718,-0.046366321,0,12.09
224436_s_at,NIPSNAP3A,nipsnap homolog 3A,0.506654417,1.971584758,3.754659849,0.00037874,0.00807718,-0.047014629,0,27.53
209124_at,MYD88,MYD88 innate immune signal transduction adaptor,0.272156606,8.695294138,3.754360181,0.00037911,0.00807718,-0.047909055,0,19.94
209998_at,PIGO,phosphatidylinositol glycan anchor biosynthesis class O,-0.230000809,6.297774534,-3.752696903,0.000381173,0.008116265,-0.052872679,1,26.97
230983_at,NIBAN3,niban apoptosis regulator 3,-0.616900707,9.449620026,-3.751084979,0.000383182,0.008151801,-0.057681744,1,33.51
222753_s_at,SPCS3,signal peptidase complex subunit 3,0.28491242,6.921163313,3.750989102,0.000383302,0.008151801,-0.057967746,0,34.63
201068_s_at,PSMC2,"proteasome 26S subunit, ATPase 2",0.339102813,8.153907909,3.750639395,0.000383739,0.008157838,-0.059010888,0,25.03
219919_s_at,SSH3,slingshot protein phosphatase 3,0.230393418,5.416929608,3.74950147,0.000385166,0.008182343,-0.062404786,0,20.89
213718_at,RBM4,RNA binding motif protein 4,-0.256111108,8.712838058,-3.749474256,0.0003852,0.008182343,-0.062485944,1,24.51
204446_s_at,ALOX5,arachidonate 5-lipoxygenase,0.509903366,7.171783575,3.748455856,0.000386481,0.008206275,-0.065522799,0,19.97
206674_at,FLT3,fms related receptor tyrosine kinase 3,0.353439006,4.219998064,3.747773111,0.000387342,0.008221274,-0.067558447,0,78.65
225633_at,DPY19L3,dpy-19 like C-mannosyltransferase 3,0.378923122,6.982730098,3.746913601,0.000388429,0.00823464,-0.070120804,0,50
204526_s_at,TBC1D8,TBC1 domain family member 8,0.338677008,5.356323525,3.746764544,0.000388617,0.008235189,-0.070565131,0,21.75
201664_at,SMC4,structural maintenance of chromosomes 4,0.488233108,5.891519532,3.745122377,0.000390703,0.008266193,-0.075459595,0,3.48
210998_s_at,HGF,hepatocyte growth factor,0.339357656,4.936722195,3.743818708,0.000392366,0.008294774,-0.079344216,0,34.95
229711_s_at,MDM2,MDM2 proto-oncogene,0.333640493,7.32642478,3.743153834,0.000393216,0.008309453,-0.081325055,0,124.18
1569077_x_at,ZNF836,zinc finger protein 836,-0.319458176,7.351214588,-3.742600106,0.000393926,0.008320071,-0.082974596,1,29.04
226560_at,SGPP2,sphingosine-1-phosphate phosphatase 2,-0.262839383,4.102314642,-3.741590303,0.000395224,0.008335306,-0.085982378,1,25.99
231961_at,RBPMS,"RNA binding protein, mRNA processing factor",-0.256994377,6.929233767,-3.73927903,0.00039821,0.008391614,-0.09286479,1,13.34
201085_s_at,SON,SON DNA and RNA binding protein,-0.218602341,8.9655385,-3.738781634,0.000398855,0.008396796,-0.09434557,1,49.93
221876_at,ZNF783,zinc finger protein 783,-0.212663855,5.756311154,-3.73842232,0.000399322,0.008401725,-0.095415193,1,47.83
201433_s_at,PTDSS1,phosphatidylserine synthase 1,-0.203870262,8.733686129,-3.738192121,0.000399621,0.008404609,-0.096100428,1,25.99
213000_at,MORC3,MORC family CW-type zinc finger 3,0.44028781,5.766565256,3.738073758,0.000399775,0.008404609,-0.096452748,0,36.01
1570219_at,LOXL4,lysyl oxidase like 4,-0.305768459,6.375986135,-3.73698171,0.000401199,0.008427868,-0.099703027,1,16.03
228238_at,GAS5,growth arrest specific 5,-0.342404497,4.482356778,-3.736327474,0.000402054,0.00843916,-0.101649955,1,40.93
212038_s_at,VDAC1,voltage dependent anion channel 1,-0.238334344,7.135867493,-3.735764746,0.000402791,0.00845129,-0.1033244,1,31.04
212257_s_at,SMARCA2,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2,-0.211209768,7.378464633,-3.735536927,0.000403089,0.00845422,-0.104002248,1,19.97
1570035_at,TBC1D10A,TBC1 domain family member 10A,-0.334973503,4.904957662,-3.73500084,0.000403793,0.008458843,-0.105597211,1,12.98
225099_at,FBXO45,F-box protein 45,0.369232319,6.010339901,3.73479918,0.000404058,0.008458843,-0.106197151,0,0.99
204112_s_at,HNMT,histamine N-methyltransferase,0.529870185,4.838172525,3.734763063,0.000404106,0.008458843,-0.106304598,0,11.96
234377_at,TRBV7-8,T cell receptor beta variable 7-8,-0.477405972,5.174042922,-3.734147277,0.000404916,0.00847247,-0.108136429,1,0.46
208361_s_at,POLR3D,RNA polymerase III subunit D,-0.295179872,5.382476277,-3.733915573,0.000405221,0.008475522,-0.108825649,1,55.88
209378_s_at,CCSER2,coiled-coil serine rich protein 2,-0.236214094,6.609792028,-3.7335659,0.000405683,0.008478495,-0.109865731,1,82.88
226546_at,GIHCG,GIHCG inhibitor of miR-200b/200a/429 expression,0.272962724,4.397371893,3.733340581,0.00040598,0.008481376,-0.110535895,0,13.93
209211_at,KLF5,KLF transcription factor 5,0.417978272,2.719491037,3.73311615,0.000406277,0.008484235,-0.111203392,0,11.5
1555060_a_at,IKZF2,IKAROS family zinc finger 2,-0.328108163,6.073900743,-3.732824939,0.000406662,0.00848894,-0.112069468,1,11.99
228328_at,KLHL28,kelch like family member 28,0.449523881,4.22775181,3.732644362,0.0004069,0.008490593,-0.11260649,0,15.01
200842_s_at,EPRS1,glutamyl-prolyl-tRNA synthetase 1,-0.243421716,7.855581115,-3.732108279,0.000407611,0.008502071,-0.11420067,1,27
218360_at,RAB22A,"RAB22A, member RAS oncogene family",0.300441586,8.258094244,3.731828423,0.000407982,0.00850256,-0.115032835,0,7.16
218683_at,PTBP2,polypyrimidine tract binding protein 2,0.534655095,4.361000111,3.731728809,0.000408114,0.00850256,-0.115329034,0,18.04
223356_s_at,MTIF3,mitochondrial translational initiation factor 3,0.254688688,7.110027405,3.731523566,0.000408386,0.008504903,-0.115939298,0,1.02
217627_at,ZNF573,zinc finger protein 573,-0.398442662,5.165175583,-3.731398326,0.000408553,0.008505035,-0.116311675,1,29.01
202553_s_at,SYF2,SYF2 pre-mRNA splicing factor,0.234946445,6.693273969,3.731108948,0.000408937,0.008506378,-0.117172052,0,124.18
225932_s_at,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,0.190788844,9.79695316,3.730760098,0.000409402,0.008508412,-0.118209195,0,0.99
242035_at,LMBR1,limb development membrane protein 1,-0.238547743,4.867286572,-3.730674561,0.000409515,0.008508412,-0.11846349,1,6.01
219657_s_at,KLF3,KLF transcription factor 3,-0.227823854,9.203057461,-3.730305417,0.000410007,0.008510279,-0.119560889,1,1.02
214980_at,UBE3A,ubiquitin protein ligase E3A,-0.496498757,6.070367536,-3.730095706,0.000410287,0.008510279,-0.120184289,1,1.02
212990_at,SYNJ1,synaptojanin 1,0.435478257,5.20340252,3.730091221,0.000410293,0.008510279,-0.120197621,0,19.65
219001_s_at,DCAF10,DDB1 and CUL4 associated factor 10,-0.266704601,6.078776703,-3.729337444,0.0004113,0.008525485,-0.122438171,1,11.99
236022_at,MYO19,myosin XIX,-0.230079143,6.460886501,-3.728545415,0.00041236,0.0085432,-0.124792114,1,147.9
214692_s_at,JRK,Jrk helix-turn-helix protein,-0.235601048,6.669280594,-3.728459048,0.000412476,0.0085432,-0.12504878,1,21.35
236172_at,LTB4R,leukotriene B4 receptor,0.498256801,6.268611997,3.727957065,0.000413149,0.008550542,-0.126540513,0,26.97
225578_at,MZT1,mitotic spindle organizing protein 1,0.423574251,3.656773624,3.727839484,0.000413307,0.008550542,-0.126889909,0,106.67
200060_s_at,RNPS1,RNA binding protein with serine rich domain 1,-0.178167546,8.831295629,-3.727835295,0.000413313,0.008550542,-0.126902355,1,4.8
215985_at,POLR1HASP,"POLR1H antisense, pseudogene",-0.363026446,4.317095956,-3.727300044,0.000414033,0.008558767,-0.128492777,1,32
203732_at,TRIP4,thyroid hormone receptor interactor 4,0.291921938,6.258653705,3.726823225,0.000414675,0.008566914,-0.129909457,0,14.03
213079_at,TSR2,TSR2 ribosome maturation factor,-0.206273043,8.101334545,-3.726768028,0.000414749,0.008566914,-0.130073446,1,12.61
202530_at,MAPK14,mitogen-activated protein kinase 14,0.414820981,8.980879731,3.726570649,0.000415015,0.008569081,-0.130659841,0,21.42
206391_at,RARRES1,retinoic acid receptor responder 1,-0.198465521,4.8864367,-3.725646026,0.000416264,0.008591528,-0.133406556,1,47.37
202123_s_at,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase",-0.276499143,4.537459105,-3.725501526,0.00041646,0.008592226,-0.133835773,1,20.6
201556_s_at,VAMP2,vesicle associated membrane protein 2,-0.367517855,6.759270858,-3.724158288,0.000418281,0.008616426,-0.137825179,1,6.04
209629_s_at,NXT2,nuclear transport factor 2 like export factor 2,0.334068392,4.88653378,3.723390142,0.000419326,0.00862792,-0.140106163,0,19.97
207238_s_at,PTPRC,protein tyrosine phosphatase receptor type C,0.229911728,10.1655205,3.72294214,0.000419937,0.00863358,-0.141436354,0,33.71
205664_at,KIN,Kin17 DNA and RNA binding protein,0.344048044,5.521430643,3.722830873,0.000420088,0.00863358,-0.141766707,0,32.98
238699_s_at,CASK,calcium/calmodulin dependent serine protein kinase,-0.35718488,7.253576066,-3.721641168,0.000421715,0.008663042,-0.145298581,1,44.65
229454_at,BCLAF1,BCL2 associated transcription factor 1,0.404776127,5.651722042,3.721424914,0.000422011,0.008663042,-0.145940499,0,32
1559284_at,LOC101929774,uncharacterized LOC101929774,-0.345140609,4.505004529,-3.721043555,0.000422534,0.00867028,-0.147072447,1,26.41
223728_at,CENPBD1P,"CENPB DNA-binding domain containing 1, pseudogene",0.254718563,6.263431407,3.7207525,0.000422933,0.00867193,-0.147936306,0,12.48
231850_x_at,CEP44,centrosomal protein 44,0.268215285,4.74747353,3.719585242,0.000424539,0.0087015,-0.151400337,0,18.04
201660_at,ACSL3,acyl-CoA synthetase long chain family member 3,0.352551004,4.387571003,3.718459965,0.000426093,0.008719892,-0.154739136,0,6.01
209507_at,RPA3,replication protein A3,0.410302413,5.295663348,3.718186183,0.000426472,0.00872285,-0.155551376,0,12.98
228053_s_at,TOMM5,translocase of outer mitochondrial membrane 5,0.625877996,4.878516871,3.717993425,0.000426739,0.00872285,-0.156123217,0,19.65
227031_at,SNX13,sorting nexin 13,0.531095051,5.310505153,3.717421272,0.000427532,0.008729172,-0.157820468,0,37.16
212820_at,DMXL2,Dmx like 2,0.500489647,6.825248013,3.717297023,0.000427704,0.008729339,-0.158189024,0,0
227624_at,TET2,tet methylcytosine dioxygenase 2,0.503094553,8.009904384,3.716675202,0.000428568,0.008743614,-0.16003339,0,23.98
219027_s_at,MYO9A,myosin IXA,-0.206007251,5.469246105,-3.716468225,0.000428856,0.008746132,-0.160647255,1,10.25
222576_s_at,AGO1,argonaute RISC component 1,-0.268065013,6.065217619,-3.716271387,0.00042913,0.0087464,-0.161231032,1,0.99
1562255_at,SYTL3,synaptotagmin like 3,-0.470639509,5.863784275,-3.716222356,0.000429198,0.0087464,-0.16137644,1,11.07
223396_at,TMEM60,transmembrane protein 60,0.257431503,5.237755746,3.715815737,0.000429765,0.008754591,-0.162582306,0,21.98
229896_at,GTF2I-AS1,GTF2I antisense RNA 1,-0.270854584,6.138608893,-3.715326874,0.000430447,0.008759566,-0.164031961,1,22.6
244790_at,MTCP1,mature T cell proliferation 1,0.25079269,2.207829106,3.71507102,0.000430805,0.008762336,-0.164790615,0,15.01
219297_at,WDR44,WD repeat domain 44,0.346564217,7.056841243,3.712340158,0.000434638,0.008833538,-0.172886062,0,17.48
230023_at,NSUN4,NOP2/Sun RNA methyltransferase 4,-0.345029533,6.221498309,-3.711707631,0.00043553,0.008847808,-0.174760611,1,25.99
213698_at,TMEM35B,transmembrane protein 35B,-0.247672672,8.224481983,-3.711606646,0.000435673,0.008847808,-0.175059868,1,31.04
228201_at,ARL13B,ARF like GTPase 13B,0.376900915,2.005459399,3.710391012,0.000437394,0.008875969,-0.178661878,0,4.04
221861_at,ARRB1,arrestin beta 1,-0.23623532,6.386896756,-3.710143887,0.000437744,0.008879693,-0.179394037,1,78.06
1556319_at,TRIM44,tripartite motif containing 44,-0.261654616,4.734715007,-3.709931801,0.000438045,0.00888241,-0.180022361,1,11.99
217884_at,NAT10,N-acetyltransferase 10,-0.28945279,6.853069647,-3.706104649,0.000443513,0.008952287,-0.191356761,1,0
213911_s_at,H2AZ1,H2A.Z variant histone 1,0.222225442,8.699796593,3.705854472,0.000443872,0.008956145,-0.192097425,0,27
219045_at,RHOF,"ras homolog family member F, filopodia associated",-0.261398704,7.327331016,-3.705598313,0.000444241,0.00896018,-0.192855762,1,0.2
203520_s_at,ZNF318,zinc finger protein 318,-0.267090266,5.692236014,-3.704669484,0.00044558,0.00898347,-0.195605213,1,23.72
220064_at,TTC21B,tetratricopeptide repeat domain 21B,-0.377512476,4.220424932,-3.704562808,0.000445734,0.00898347,-0.19592096,1,3.48
241642_x_at,TLK1,tousled like kinase 1,-0.144149871,7.120443064,-3.704029076,0.000446505,0.008995604,-0.197500651,1,34
219526_at,RIOX1,ribosomal oxygenase 1,-0.244070082,7.171484735,-3.70333651,0.000447508,0.00901013,-0.199550229,1,16.98
224779_s_at,CIAO2A,cytosolic iron-sulfur assembly component 2A,0.392443014,7.154244074,3.702946195,0.000448074,0.009016956,-0.200705218,0,36.47
242456_at,MRE11,"MRE11 homolog, double strand break repair nuclease",-0.249615557,3.267360456,-3.701973953,0.000449487,0.009028839,-0.203581871,1,34.63
206569_at,IL24,interleukin 24,-0.385196215,6.390941008,-3.70195548,0.000449514,0.009028839,-0.203636522,1,10.12
1570033_at,WIPI2,"WD repeat domain, phosphoinositide interacting 2",-0.302933955,6.285385603,-3.700914476,0.000451032,0.009055902,-0.206716089,1,1.02
203780_at,MPZL2,myelin protein zero like 2,0.486659817,3.445094747,3.700066584,0.000452271,0.009073939,-0.209223976,0,3.48
212907_at,SLC30A1,solute carrier family 30 member 1,0.545217218,6.111407267,3.699777564,0.000452695,0.009078709,-0.210078753,0,15.01
243780_at,TNFRSF13C,TNF receptor superfamily member 13C,-0.605229546,5.422537447,-3.69967111,0.000452851,0.009078709,-0.210393582,1,0.99
220066_at,NOD2,nucleotide binding oligomerization domain containing 2,0.558753355,7.315472924,3.698513574,0.000454551,0.009099975,-0.213816515,0,4.04
231944_at,ERO1B,endoplasmic reticulum oxidoreductase 1 beta,0.461262283,5.760348236,3.698426854,0.000454678,0.009099975,-0.214072925,0,38.11
1556567_at,NAP1L4,nucleosome assembly protein 1 like 4,-0.272351786,7.16979294,-3.698147057,0.00045509,0.009103003,-0.214900198,1,18.99
235433_at,APOOL,apolipoprotein O like,-0.339295289,4.283626399,-3.696720743,0.000457196,0.009136647,-0.219116738,1,11.63
203314_at,GTPBP6,GTP binding protein 6 (putative),-0.280779152,6.983407662,-3.696630519,0.000457329,0.009136647,-0.219383427,1,8.44
212301_at,RTF1,"RTF1 homolog, Paf1/RNA polymerase II complex component",0.240092249,7.568630837,3.696542187,0.00045746,0.009136647,-0.219644521,0,19.97
221708_s_at,UNC45A,unc-45 myosin chaperone A,-0.23707966,6.765272011,-3.694617267,0.000460318,0.00918337,-0.225333266,1,15.6
216684_s_at,SS18,SS18 subunit of BAF chromatin remodeling complex,-0.215524574,5.904947156,-3.69385494,0.000461454,0.009197376,-0.227585665,1,147.9
219138_at,RPL14,ribosomal protein L14,-0.205416566,11.38495175,-3.693685343,0.000461707,0.009197376,-0.228086723,1,17.48
239491_at,CERS5,ceramide synthase 5,-0.359638793,5.370804624,-3.692577841,0.000463364,0.009223371,-0.231358371,1,22.6
223220_s_at,PARP9,poly(ADP-ribose) polymerase family member 9,0.536948146,8.705115867,3.692176902,0.000463965,0.009231309,-0.232542625,0,11.01
214730_s_at,GLG1,golgi glycoprotein 1,-0.356214284,7.717234256,-3.691973507,0.00046427,0.009231309,-0.233143363,1,27
243108_at,RANBP9,RAN binding protein 9,-0.44233409,7.875766304,-3.691845832,0.000464462,0.009231309,-0.233520446,1,39.98
231970_at,GPATCH2L,G-patch domain containing 2 like,0.279476669,5.900030723,3.69166821,0.000464729,0.009231309,-0.234045031,0,16.13
225228_at,DRAM2,DNA damage regulated autophagy modulator 2,0.389988169,7.16471474,3.689693319,0.000467705,0.009265321,-0.239876571,0,32.95
229155_at,GSTO2,glutathione S-transferase omega 2,0.533951517,4.642653143,3.689625859,0.000467807,0.009265321,-0.240075736,0,0.99
52731_at,AMBRA1,autophagy and beclin 1 regulator 1,-0.257035678,6.265228435,-3.689556706,0.000467912,0.009265321,-0.240279896,1,0
206409_at,TIAM1,TIAM Rac1 associated GEF 1,-0.336655239,6.215155436,-3.689174899,0.00046849,0.009273307,-0.241407058,1,6.04
230866_at,CYSLTR1,cysteinyl leukotriene receptor 1,0.403314398,3.903527861,3.688249145,0.000469894,0.009291277,-0.244139741,0,22.01
204773_at,IL11RA,interleukin 11 receptor subunit alpha,-0.335915266,6.978261241,-3.688145334,0.000470051,0.009291277,-0.244446146,1,10.12
234302_s_at,ALKBH5,"alkB homolog 5, RNA demethylase",-0.184065604,8.811469449,-3.687931546,0.000470376,0.009292563,-0.245077144,1,13.01
200061_s_at,RPS24,ribosomal protein S24,0.561445905,9.001565764,3.687840706,0.000470514,0.009292563,-0.245345251,0,20.96
231345_s_at,DHRS12,dehydrogenase/reductase 12,0.531542426,5.986955271,3.68772744,0.000470687,0.009292563,-0.245679542,0,34
1555852_at,PSMB8-AS1,PSMB8 antisense RNA 1 (head to head),0.246693623,7.364335025,3.687471871,0.000471075,0.009296787,-0.246433798,0,13.4
207365_x_at,USP34,ubiquitin specific peptidase 34,-0.189829944,8.012908709,-3.687148443,0.000471568,0.009303054,-0.247388281,1,32.98
1553162_x_at,PROSER3,proline and serine rich 3,-0.315896973,8.529529458,-3.685882181,0.000473501,0.009333904,-0.251124684,1,11.99
219765_at,ZNF329,zinc finger protein 329,-0.340403383,5.621572248,-3.685779297,0.000473659,0.009333904,-0.25142823,1,12.48
239899_at,RNF145,ring finger protein 145,0.330980125,5.947849869,3.68553581,0.000474031,0.009337786,-0.252146592,0,0
218648_at,CRTC3,CREB regulated transcription coactivator 3,-0.286007426,7.35311931,-3.685191782,0.000474559,0.009343308,-0.253161524,1,20.96
220252_x_at,TASL,TLR adaptor interacting with endolysosomal SLC15A4,0.232683926,9.746232242,3.684993303,0.000474863,0.009343776,-0.253747041,0,32.06
225222_at,MFSD14A,major facilitator superfamily domain containing 14A,0.263646909,6.822732601,3.684410984,0.000475757,0.009357903,-0.255464775,0,36.5
212108_at,FAF2,Fas associated factor family member 2,0.21368406,7.057943089,3.684214901,0.000476058,0.009360367,-0.256043146,0,62.91
243801_x_at,MRPL30,mitochondrial ribosomal protein L30,-0.210556463,6.195755645,-3.684041946,0.000476324,0.009361789,-0.256553282,1,20.01
242879_x_at,AKT3,AKT serine/threonine kinase 3,-0.345040982,3.732748995,-3.683938864,0.000476483,0.009361789,-0.256857317,1,34
221219_s_at,KLHDC4,kelch domain containing 4,-0.336533312,7.549401028,-3.68354659,0.000477087,0.009365386,-0.258014263,1,10.74
233085_s_at,NABP1,nucleic acid binding protein 1,0.346069409,9.661926928,3.683403079,0.000477308,0.009365386,-0.258437506,0,32.98
213102_at,ACTR3,actin related protein 3,0.318766845,8.060768332,3.683362377,0.000477371,0.009365386,-0.258557542,0,24.15
202233_s_at,UQCRH,ubiquinol-cytochrome c reductase hinge protein,0.377370146,8.07576625,3.683241269,0.000477558,0.009365592,-0.258914703,0,13.96
207551_s_at,MSL3,MSL complex subunit 3,0.269082047,7.241673133,3.682151187,0.000479242,0.009385151,-0.262129137,0,0
212231_at,FBXO21,F-box protein 21,-0.255947327,6.557079313,-3.681307445,0.000480549,0.009401439,-0.26461675,1,52.96
203655_at,XRCC1,X-ray repair cross complementing 1,-0.2123736,7.656406949,-3.681259241,0.000480624,0.009401439,-0.264758858,1,57.98
210280_at,MPZ,myelin protein zero,0.37706904,5.931516074,3.680971823,0.00048107,0.009405428,-0.265606167,0,43.4
224755_at,TM9SF3,transmembrane 9 superfamily member 3,0.466393422,6.973179311,3.680899916,0.000481182,0.009405428,-0.265818143,0,35.78
229798_s_at,BRI3,brain protein I3,0.349963936,9.12226301,3.680293836,0.000482124,0.009418286,-0.267604706,0,12.94
223974_at,DLGAP1-AS2,DLGAP1 antisense RNA 2,0.401508356,5.375473401,3.67957574,0.000483243,0.009431841,-0.269721222,0,34.95
243140_at,ACTA2,"actin alpha 2, smooth muscle",-0.320651543,5.593838078,-3.678876968,0.000484334,0.009449666,-0.271780531,1,8.61
1552665_at,JMJD1C-AS1,JMJD1C antisense RNA 1,-0.291016205,5.237467137,-3.678281642,0.000485265,0.009460893,-0.273534786,1,27
223286_at,ELP5,elongator acetyltransferase complex subunit 5,-0.242741694,5.551368234,-3.677567414,0.000486385,0.009478211,-0.275639174,1,6.01
217791_s_at,ALDH18A1,aldehyde dehydrogenase 18 family member A1,-0.241686455,5.133550544,-3.67726363,0.000486862,0.009481588,-0.276534157,1,21.22
236505_at,NUP62,nucleoporin 62,-0.422716564,6.349306765,-3.676707845,0.000487736,0.009495126,-0.278171446,1,14.98
239249_at,BCL6,BCL6 transcription repressor,0.59707719,7.837352712,3.676140185,0.00048863,0.009509048,-0.279843557,0,12.16
218117_at,RBX1,ring-box 1,0.475759103,7.149284054,3.675765408,0.000489221,0.009517066,-0.280947417,0,1.02
214255_at,ATP10A,ATPase phospholipid transporting 10A (putative),-0.34539031,6.503413952,-3.675329483,0.000489909,0.009526972,-0.282231291,1,10.05
206637_at,P2RY14,purinergic receptor P2Y14,0.838774648,6.118113991,3.674057864,0.000491923,0.009552877,-0.285975876,0,0
1554510_s_at,GHITM,growth hormone inducible transmembrane protein,0.212569031,7.451804687,3.674034113,0.000491961,0.009552877,-0.286045811,0,20.99
226312_at,RICTOR,RPTOR independent companion of MTOR complex 2,0.45667618,9.600418307,3.672045788,0.000495125,0.009596791,-0.291899235,0,25.03
234993_at,ABHD13,abhydrolase domain containing 13,0.405063531,3.104297828,3.671611857,0.000495818,0.009606722,-0.293176418,0,13.01
207435_s_at,SRRM2,serine/arginine repetitive matrix 2,-0.245225193,10.39014092,-3.669899407,0.000498563,0.009637583,-0.298215704,1,1.02
229228_at,CREB5,cAMP responsive element binding protein 5,0.510581606,8.612916202,3.669794974,0.00049873,0.009637583,-0.298522974,0,34.95
203460_s_at,PSEN1,presenilin 1,0.288471094,7.023328988,3.669713423,0.000498861,0.009637583,-0.298762916,0,25.99
212068_s_at,PRRC2B,proline rich coiled-coil 2B,-0.215275933,6.594570559,-3.669399434,0.000499367,0.009643219,-0.299686711,1,34
202034_x_at,RB1CC1,RB1 inducible coiled-coil 1,0.463874119,5.35136084,3.669306517,0.000499516,0.009643219,-0.299960075,0,22.08
202721_s_at,GFPT1,glutamine--fructose-6-phosphate transaminase 1,-0.27121569,6.928077291,-3.668632506,0.000500602,0.009657172,-0.301942898,1,15.01
225539_at,ZBTB21,zinc finger and BTB domain containing 21,0.473989704,4.577286727,3.668089589,0.000501479,0.009667064,-0.303539898,0,14.98
230793_at,CARMIL1,capping protein regulator and myosin 1 linker 1,-0.604553764,6.407094264,-3.667698228,0.000502112,0.009675753,-0.304691001,1,126.35
243133_at,TSC22D1,TSC22 domain family member 1,-0.309697637,5.273678217,-3.667534544,0.000502376,0.009677348,-0.305172418,1,18
205335_s_at,SRP19,signal recognition particle 19,0.312648105,8.051394382,3.666840642,0.000503501,0.009693145,-0.307213126,0,12.65
226023_at,MAP2K7,mitogen-activated protein kinase kinase 7,-0.211272805,5.800754972,-3.66680339,0.000503561,0.009693145,-0.307322673,1,0.99
236267_at,ZNF346,zinc finger protein 346,-0.206261445,6.993891542,-3.665165025,0.000506226,0.009728634,-0.312139965,1,31.04
1565866_a_at,ZBED6,zinc finger BED-type containing 6,0.342052172,5.670578807,3.664746503,0.000506909,0.009736421,-0.313370331,0,7.98
224334_s_at,MRPL51,mitochondrial ribosomal protein L51,0.301110093,6.074549432,3.664633759,0.000507093,0.009736439,-0.313701755,0,33.71
218135_at,ERGIC2,ERGIC and golgi 2,0.369995349,5.864215692,3.66372812,0.000508574,0.00976135,-0.31636378,0,27.79
1554523_a_at,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,-0.379709574,5.669922393,-3.663329763,0.000509227,0.009767565,-0.317534571,1,8.02
229090_at,ZEB1-AS1,ZEB1 antisense RNA 1,0.346262946,3.707601287,3.663025516,0.000509726,0.009770101,-0.318428715,0,79.63
232048_at,FAM76B,family with sequence similarity 76 member B,0.338568642,4.8738422,3.663001522,0.000509765,0.009770101,-0.318499226,0,13.76
235823_at,ACSF3,acyl-CoA synthetase family member 3,-0.326106296,7.064293361,-3.662600075,0.000510424,0.009779211,-0.319678951,1,11.01
209747_at,TGFB3,transforming growth factor beta 3,-0.247306019,5.058266912,-3.66202717,0.000511367,0.009793734,-0.321362395,1,10.05
231696_x_at,TMEM50B,transmembrane protein 50B,-0.198034631,7.323486629,-3.661389857,0.000512417,0.009810313,-0.323234897,1,19.45
233914_s_at,SBF2,SET binding factor 2,0.387340191,4.806449321,3.659757497,0.000515116,0.009858167,-0.328030027,0,13.99
203865_s_at,ADARB1,adenosine deaminase RNA specific B1,-0.331853949,6.144976064,-3.659654253,0.000515288,0.009858167,-0.328333266,1,12.39
225612_s_at,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",0.59698663,5.368610364,3.658745262,0.000516797,0.009883487,-0.331002827,0,35.09
218263_s_at,ZBED5,zinc finger BED-type containing 5,0.378900175,7.165673711,3.657926427,0.00051816,0.009905997,-0.333407254,0,32.06
233447_at,PSMG4,proteasome assembly chaperone 4,-0.414281217,5.666983211,-3.657415937,0.000519012,0.009911584,-0.334906083,1,1.02
201487_at,CTSC,cathepsin C,0.220820359,8.043540143,3.656858892,0.000519943,0.009925795,-0.336541448,0,11.37
1553587_a_at,POLE4,"DNA polymerase epsilon 4, accessory subunit",0.284402988,5.683550594,3.656119725,0.000521181,0.009935149,-0.338711242,0,33.51
208113_x_at,PABPC3,poly(A) binding protein cytoplasmic 3,-0.201154367,9.747297661,-3.65499175,0.000523075,0.00996054,-0.342021822,1,21.98
225312_at,COMMD6,COMM domain containing 6,0.495719783,5.435460623,3.654119625,0.000524544,0.009981361,-0.344581042,0,4.17
215057_at,EOLA2-DT,EOLA2 divergent transcript,-0.292899744,4.429401197,-3.653916929,0.000524886,0.009984294,-0.34517579,1,65.93
222572_at,PDP1,pyruvate dehydrogenase phosphatase catalytic subunit 1,0.422736973,5.416880992,3.65354053,0.000525522,0.009988439,-0.346280163,0,6.04
