"PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","CONDITION"
"221802_s_at","SHTN1","shootin 1",0.611710413649682,5.70817105560284,4.16535856916838,9.55572289731304e-05,0.00328523235059556,1.2183849510753,1
"209369_at","ANXA3","annexin A3",1.16705862365042,6.13162013374907,4.16432462608611,9.58975999389895e-05,0.00328744382562921,1.21510515702434,1
"209185_s_at","IRS2","insulin receptor substrate 2",0.674103022303057,7.00057676570446,4.16379423114972,9.60726587311958e-05,0.00328744382562921,1.21342285367783,1
"226119_at","PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",0.509061749578281,9.88154375149949,4.15945923749577,9.75150619494247e-05,0.00332433162118414,1.19967758305239,1
"218254_s_at","SAR1B","secretion associated Ras related GTPase 1B",0.561640846145036,3.69270583935387,4.15701622683554,9.83371325770886e-05,0.00335020742632983,1.19193484212875,1
"221193_s_at","ZCCHC10","zinc finger CCHC-type containing 10",0.692170380018473,6.72392510821861,4.15436887722559,9.92355221822153e-05,0.00336786098174853,1.18354732116981,1
"215285_s_at","PHTF1","putative homeodomain transcription factor 1",0.521096585128661,5.32401778725307,4.1527432980624,9.97910936231646e-05,0.00338239620713669,1.17839851126271,1
"203525_s_at","APC","APC regulator of WNT signaling pathway",0.512030264089049,4.32669241345583,4.15144326293419,0.000100237565860426,0.00338790449143355,1.17428162263479,1
"209551_at","YIPF4","Yip1 domain family member 4",0.513015659946704,4.21685363559778,4.14850810860486,0.000101252696949897,0.00340433585907567,1.16498934398835,1
"212628_at","PKN2","protein kinase N2",0.533779528631592,7.45138592937783,4.14814678552098,0.000101378345946771,0.00340433585907567,1.16384569864649,1
"203893_at","AK6","adenylate kinase 6",0.582981143308081,5.53880491307197,4.14712777599234,0.000101733515340129,0.00340433585907567,1.16062066811461,1
"222870_s_at","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",0.52439981892438,8.02531849907794,4.14703862326341,0.000101764646084705,0.00340433585907567,1.16033853241196,1
"218357_s_at","TIMM8B","translocase of inner mitochondrial membrane 8 homolog B",0.565275543345128,7.896710418029,4.14698453389066,0.000101783537736302,0.00340433585907567,1.16016736101679,1
"239196_at","ANKRD22","ankyrin repeat domain 22",1.20677889560672,3.11771465004546,4.14225246414713,0.000103449473454791,0.00345136796340349,1.14519703518417,1
"208870_x_at","ATP5F1C","ATP synthase F1 subunit gamma",0.503068883276232,7.41393678914184,4.14087692731523,0.000103938654631118,0.00346214780921629,1.14084718217935,1
"238439_at","ANKRD22","ankyrin repeat domain 22",1.25729688371211,4.538080962671,4.13541638136074,0.000105902716290972,0.00349808058590199,1.12358725107236,1
"230550_at","MS4A6A","membrane spanning 4-domains A6A",0.60889299537155,6.53649414506593,4.13072723940224,0.000107617881142114,0.00354811881455332,1.10877572769275,1
"211698_at","EID1","EP300 interacting inhibitor of differentiation 1",0.559550561920862,5.4847049120656,4.12120468881741,0.000111183907362188,0.00361362877790483,1.0787258435512,1
"223204_at","GASK1B","golgi associated kinase 1B",0.622378163850414,6.32606511343344,4.11633806032213,0.000113050156523053,0.00364623535297971,1.06338341360063,1
"201825_s_at","SCCPDH","saccharopine dehydrogenase (putative)",0.501795644199516,5.98110820164791,4.10498608024656,0.00011752168172805,0.0037417426441455,1.02763490110105,1
"230741_at","P2RX7","purinergic receptor P2X 7",0.55194714159772,5.79117525851351,4.10014057267874,0.000119481870476711,0.00377328439412642,1.0123928033969,1
"229460_at","HYCC2","hyccin PI4KA lipid kinase complex subunit 2",0.708028100036214,7.40781936956038,4.10001529494673,0.000119532966087168,0.00377328439412642,1.01199886226178,1
"202110_at","COX7B","cytochrome c oxidase subunit 7B",0.670845093149389,8.00888718431872,4.09897308314179,0.000119958859378584,0.00378140776950986,1.00872184569266,1
"204435_at","NUP58","nucleoporin 58",0.589638407664134,5.35753027550611,4.09862154809217,0.000120102841933284,0.00378169990028724,1.00761662317394,1
"223609_at","ROPN1L","rhophilin associated tail protein 1 like",0.63585819928266,5.56709240423922,4.09811435547157,0.000120310872995212,0.003785329889882,1.00602210892129,1
"228149_at","SAMTOR","S-adenosylmethionine sensor upstream of mTORC1",0.559615522903605,5.33327695809318,4.08883318922021,0.000124179616726338,0.00386403635254958,0.976863582915657,1
"202872_at","ATP6V1C1","ATPase H+ transporting V1 subunit C1",0.538804919134336,5.10689171402708,4.08634015203379,0.000125239090301253,0.0038810973365835,0.969037595970279,1
"202413_s_at","USP1","ubiquitin specific peptidase 1",0.511014394923639,5.38624732646787,4.08052091901934,0.000127746149094657,0.00394590776915845,0.950780723667384,1
"228152_s_at","DDX60L","DExD/H-box 60 like",0.579402027932904,8.07468169204593,4.07955975613917,0.000128164871281777,0.00395478834198914,0.947766652184409,1
"212519_at","UBE2E1","ubiquitin conjugating enzyme E2 E1",0.509247819229999,6.34954695909312,4.07723654933392,0.000129182430146772,0.00396629613807654,0.940483063354303,1
"209666_s_at","CHUK","component of inhibitor of nuclear factor kappa B kinase complex",0.537858974412265,4.0434780944841,4.07677730469038,0.000129384498518487,0.00397020666441227,0.939043543325396,1
"226317_at","PPP4R2","protein phosphatase 4 regulatory subunit 2",0.538985979572615,6.38582166928138,4.07519168606143,0.000130084519229926,0.0039870830124065,0.934074067092073,1
"228220_at","FCHO2","FCH and mu domain containing endocytic adaptor 2",0.723311383330716,5.15802216307208,4.0721854326203,0.000131421764397236,0.00402574784577516,0.924655199003324,1
"206111_at","RNASE2","ribonuclease A family member 2",0.883604882002771,6.4447196774026,4.07084744557583,0.000132021183575207,0.00403480727054142,0.920464431052909,1
"224865_at","FAR1","fatty acyl-CoA reductase 1",0.539207208340849,5.62503687258746,4.06685077782378,0.000133827435149718,0.00407828365590714,0.907950950130664,1
"230836_at","ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",0.61872676450718,5.97912485382501,4.0665170848255,0.000133979317367505,0.00407981039482882,0.906906480424547,1
"201761_at","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",0.597702834966832,5.56584962055725,4.06588848421999,0.000134265880006125,0.00407981039482882,0.904939072851872,1
"212572_at","STK38L","serine/threonine kinase 38 like",0.564854552530195,5.72066629692121,4.06487612258612,0.00013472863206913,0.00408466777443129,0.901770925354489,1
"1569482_at","TNRC6C","trinucleotide repeat containing adaptor 6C",0.52239714699371,3.25421468982395,4.06226191794534,0.000135930713011654,0.00409800903757828,0.893591946441633,1
"235227_at","STXBP5","syntaxin binding protein 5",0.603053786243172,6.15724063907882,4.05860764082187,0.00013762839116331,0.00411270605940615,0.882163946205303,1
"213241_at","PLXNC1","plexin C1",0.522426931424587,8.46374902365022,4.05803222270581,0.000137897570848058,0.00411270605940615,0.880364978283924,1
"241887_at","UBE2W","ubiquitin conjugating enzyme E2 W",0.51881571201888,6.06546357748972,4.05004474206617,0.000141686929001479,0.00418811747254816,0.855408215025022,1
"201595_s_at","ZC3H15","zinc finger CCCH-type containing 15",0.524226794365356,6.56000020499125,4.04871315298466,0.000142328334978041,0.00420240223282109,0.851250415244809,1
"1558014_s_at","FAR1","fatty acyl-CoA reductase 1",0.544562668513033,4.37668940742687,4.04516830485971,0.000144049505379875,0.00422983116755396,0.840185668868046,1
"236223_s_at","RIT1","Ras like without CAAX 1",0.629345971135503,5.04221802310355,4.04414279294722,0.000144551163566523,0.00423976859275386,0.83698571107021,1
"232080_at","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",0.551561922597353,3.96846410314566,4.04096075090203,0.000146118490028053,0.00426455759995659,0.827059577215126,1
"212585_at","OSBPL8","oxysterol binding protein like 8",0.576778353950331,7.13679210609436,4.03922053471643,0.000146982554108026,0.00428272028683074,0.821633000436369,1
"242007_at","FBXO30","F-box protein 30",0.537970441171787,4.64992524064579,4.03872015167113,0.000147231917831566,0.0042876354723256,0.820072886486969,1
"212449_s_at","LYPLA1","lysophospholipase 1",0.604452855367092,5.09815775745034,4.03669712156237,0.000148244248470113,0.00430296945572971,0.81376653318651,1
"231870_s_at","NMD3","NMD3 ribosome export adaptor",0.571488606328902,5.21263594296775,4.03262417126671,0.000150302749148511,0.00435083889378863,0.80107550140053,1
"229391_s_at","CALHM6","calcium homeostasis modulator family member 6",0.629835195769167,5.91259123110477,4.03149510855665,0.000150878244388577,0.00436037305846639,0.797558722013739,1
"220436_at","CNTNAP3P2","CNTNAP3 pseudogene 2",0.574937452846843,3.58353668585314,4.02962448949305,0.000151836394314195,0.00437616531920634,0.791733404505815,1
"227425_at","REPS2","RALBP1 associated Eps domain containing 2",0.585866806368774,6.0498314626629,4.01174089040197,0.000161297391960866,0.00458666264876628,0.736120480171553,1
"238327_at","CIMAP1B","ciliary microtubule associated protein 1B",0.575742295777247,5.47421168189775,4.00500368357459,0.000165006778655228,0.00465405045632955,0.715206716464685,1
"230585_at","KCNJ15","potassium inwardly rectifying channel subfamily J member 15",0.812413094020082,5.30536250366309,4.00497215264381,0.000165024330637,0.00465405045632955,0.715108885372564,1
"220832_at","TLR8","toll like receptor 8",0.555251270951215,7.05491716215297,4.00369579965275,0.000165736335423865,0.00466299048108636,0.711149116366527,1
"227438_at","ALPK1","alpha kinase 1",0.511639021508932,6.8655902969921,3.99536385862668,0.000170457450445164,0.00473565191783019,0.685318004816491,1
"217552_x_at","CR1","complement C3b/C4b receptor 1 (Knops blood group)",0.595900421734617,3.04660964887018,3.99461516108723,0.00017088796690612,0.00474513206748149,0.682998383045258,1
"215719_x_at","FAS","Fas cell surface death receptor",0.599377881971233,6.48012935954116,3.99045133850805,0.000173301413906042,0.00478258179919662,0.670102596409347,1
"207132_x_at","PFDN5","prefoldin subunit 5",0.638677779523416,9.27163299153678,3.9800726194977,0.000179460812487614,0.00485878950651005,0.637992704852949,1
"211682_x_at","UGT2B28","UDP glucuronosyltransferase family 2 member B28",0.66676500829573,5.20205466081665,3.97710619878453,0.000181259640590135,0.00489253738874754,0.628824088478449,1
"1553133_at","C9orf72","C9orf72-SMCR8 complex subunit",0.523343972185351,5.17399715653762,3.96950825682182,0.000185946486460894,0.00498612407464034,0.60535857106488,1
"209662_at","CETN3","centrin 3",0.552921221908529,3.5102561087024,3.96470164162185,0.00018897145940347,0.00503624474493245,0.590527353479327,1
"200969_at","SERP1","stress associated endoplasmic reticulum protein 1",0.523723643391104,6.18364914436228,3.9626296683716,0.00019028997643433,0.00506010911233957,0.584137350880455,1
"228790_at","FAM110B","family with sequence similarity 110 member B",0.525460583944739,4.3312378259088,3.96257613520237,0.000190324159699829,0.00506010911233957,0.583972279566991,1
"225897_at","MARCKS","myristoylated alanine rich protein kinase C substrate",0.640759025910276,6.87629433716061,3.96151071362682,0.000191005707720174,0.00507061955454748,0.580687288473722,1
"227701_at","CCDC186","coiled-coil domain containing 186",0.529956354553509,4.313900054394,3.95867195096077,0.000192833138248876,0.00510637907250274,0.571937122397565,1
"232068_s_at","TLR4","toll like receptor 4",0.616400076973802,5.2707186969999,3.95690419202648,0.000193979602681503,0.00512907161378798,0.566490064134445,1
"216252_x_at","FAS","Fas cell surface death receptor",0.512683747020456,6.85193095697512,3.95052733357675,0.00019816998033973,0.00519848960765825,0.546852700892292,1
"205281_s_at","PIGA","phosphatidylinositol glycan anchor biosynthesis class A",0.542452263791104,2.92322453987324,3.94860441413071,0.000199450564001649,0.00521406744957976,0.540934776851012,1
"213506_at","F2RL1","F2R like trypsin receptor 1",0.721858087417742,5.08970500779006,3.93477644512082,0.000208896585748189,0.00539466804798785,0.498428215403473,1
"235125_x_at","MIGA1","mitoguardin 1",0.560470716384767,3.22338223850962,3.92433921687754,0.000216309633253634,0.0055431446529623,0.466402997461703,1
"223480_s_at","MRPL47","mitochondrial ribosomal protein L47",0.512647756701742,5.75645173982802,3.92142187347839,0.000218426475676897,0.0055811114917308,0.457460534280635,1
"212779_at","BLTP1","bridge-like lipid transfer protein family member 1",0.535528664211202,5.82358088825028,3.91912153107483,0.000220109640455164,0.00560309508596723,0.450412130600855,1
"238992_at","POLI","DNA polymerase iota",0.55721332989816,4.55296385682049,3.91083342266407,0.000226278009219614,0.0056995248132677,0.425037179343085,1
"228007_at","CEP85L","centrosomal protein 85 like",0.500780869180119,6.93401423589727,3.90776793400209,0.000228601278075584,0.00574443126519295,0.415659942982909,1
"1557544_at","CFAP58","cilia and flagella associated protein 58",0.551035463461532,3.55611819033274,3.89954243381693,0.000234948989245955,0.00584863415993196,0.390520038570643,1
"206464_at","BMX","BMX non-receptor tyrosine kinase",0.579116092775512,3.23790517497599,3.89900892810192,0.000235366495432594,0.00585628423818168,0.388890556043631,1
"205863_at","S100A12","S100 calcium binding protein A12",0.880932733061316,8.86120426395769,3.89803983478589,0.000236126703189044,0.00586979349198527,0.385931001943439,1
"213786_at","TAX1BP1","Tax1 binding protein 1",0.548692485673376,3.40970402954806,3.89003402628039,0.000242497718197523,0.00597220863255039,0.361498549070729,1
"209135_at","ASPH","aspartate beta-hydroxylase",0.608607691105854,7.22807218316148,3.88880710415256,0.00024348857148382,0.00598828649174021,0.357756832771911,1
"223239_at","GSKIP","GSK3B interacting protein",0.776290084806357,4.62251401792602,3.87770119284605,0.000252636217953209,0.00611980723589754,0.323919571712567,1
"210813_s_at","XRCC4","X-ray repair cross complementing 4",0.596431760913022,4.18175339153257,3.8754263538115,0.000254550222817674,0.00615775179430628,0.316995804565672,1
"203574_at","NFIL3","nuclear factor, interleukin 3 regulated",0.516813856269619,8.11932767699306,3.8689619694982,0.000260065496369138,0.00623722966404809,0.297333946388388,1
"204286_s_at","PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1",0.602842122139469,2.45129121275648,3.86752694533745,0.000261305289363109,0.0062613129908842,0.292971902945822,1
"204995_at","CDK5R1","cyclin dependent kinase 5 regulatory subunit 1",0.577687220984161,5.47490712212846,3.85712253976636,0.000270465342565258,0.00640856957704671,0.261374804351283,1
"210908_s_at","PFDN5","prefoldin subunit 5",0.607805228534005,9.18585963306053,3.84921385755955,0.000277633416454324,0.00653471354486181,0.23739134918666,1
"209238_at","STX3","syntaxin 3",0.573760351034978,7.42151104373918,3.84673619975413,0.000279916292328723,0.00657769771319002,0.229883860690978,1
"214511_x_at","FCGR1BP","Fc gamma receptor Ib, pseudogene",0.93922934287578,7.50010331580224,3.84310111324155,0.000283298214252331,0.00662404319967824,0.218874576261766,1
"209992_at","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",0.555848429781645,3.0654346834382,3.83883403769829,0.000287318111890262,0.00667983188654057,0.205959291872732,1
"211734_s_at","FCER1A","Fc epsilon receptor Ia",0.821926554886687,5.9839830751296,3.83775333071051,0.000288344864540818,0.00669491678276578,0.202689665690816,1
"201941_at","CPD","carboxypeptidase D",0.529920094421062,8.24374461703712,3.83573885532795,0.000290268165632765,0.00671902534794625,0.19659646100158,1
"229743_at","ZNF438","zinc finger protein 438",0.521882207534367,5.79229136025699,3.82102974919084,0.000304689013515095,0.00695290124572209,0.152164674435384,1
"223168_at","RHOU","ras homolog family member U",0.606890226812023,5.55784444824635,3.82053871103299,0.000305182080509451,0.00695817762026417,0.150683189895442,1
"225782_at","MSRB3","methionine sulfoxide reductase B3",0.635848548859895,3.97877189741905,3.81304861301047,0.000312798580362001,0.00706815737691295,0.128099632369915,1
"210119_at","KCNJ15","potassium inwardly rectifying channel subfamily J member 15",0.611964092673194,9.51395334605495,3.8124611636111,0.000313403585418073,0.00707280694446468,0.126329545977008,1
"235170_at","ZNF92","zinc finger protein 92",0.56384487845242,3.33644276464901,3.80929462719238,0.000316684111607883,0.00710160779730977,0.116791098007563,1
"228751_at","CLK4","CDC like kinase 4",0.592493967863273,6.02222568634074,3.80887267219202,0.000317123732503923,0.00710550781704861,0.115520423676623,1
"212830_at","MEGF9","multiple EGF like domains 9",0.511354297853019,8.23537979672208,3.80390992198738,0.000322338332627932,0.00718896993880684,0.1005820769919,1
"1560527_at","NFE4","nuclear factor, erythroid 4",0.725411753750911,5.54935211033797,3.79785518880795,0.000328811616809011,0.0073026957787499,0.0823729275512823,1
"202990_at","PYGL","glycogen phosphorylase L",0.514527300840774,9.05481154625191,3.78556347323394,0.000342338062378166,0.00749659703387408,0.0454613476926129,1
"1555167_s_at","NAMPT","nicotinamide phosphoribosyltransferase",0.5092292355965,10.139431560007,3.7744945696484,0.000354973427478505,0.00770031540824495,0.0122849168952497,1
"227636_at","THAP5","THAP domain containing 5",0.527373072829887,5.91928354604403,3.76362718853001,0.000367812255987527,0.00792063126781568,-0.020229086794159,1
"211372_s_at","IL1R2","interleukin 1 receptor type 2",0.576225953284315,7.96584329796407,3.76038482837524,0.00037172809419261,0.00798231637254733,-0.0299186256793176,1
"202351_at","ITGAV","integrin subunit alpha V",0.587544686257351,4.96228877752329,3.75951245174534,0.00037278846505227,0.00799862275015462,-0.0325247708686964,1
"225872_at","SLC35F5","solute carrier family 35 member F5",0.57507462291425,3.7541331883812,3.75624777456782,0.000376782406797467,0.00806153565783615,-0.0422743657711004,1
"224436_s_at","NIPSNAP3A","nipsnap homolog 3A",0.506654416711542,1.9715847581929,3.7546598487384,0.000378739810903302,0.00807717999966568,-0.047014628955818,1
"204446_s_at","ALOX5","arachidonate 5-lipoxygenase",0.509903365649826,7.17178357467625,3.74845585566874,0.00038648100244094,0.00820627480492554,-0.0655227991827374,1
"204112_s_at","HNMT","histamine N-methyltransferase",0.529870185130251,4.83817252532163,3.73476306252299,0.000404105654777897,0.00845884333772386,-0.106304597632257,1
"218683_at","PTBP2","polypyrimidine tract binding protein 2",0.534655095100748,4.36100011096071,3.73172880897182,0.000408113906229652,0.00850255969203737,-0.115329033823975,1
"228053_s_at","TOMM5","translocase of outer mitochondrial membrane 5",0.625877995958372,4.87851687054986,3.71799342465433,0.000426738643583917,0.00872284968012583,-0.156123216962535,1
"227031_at","SNX13","sorting nexin 13",0.53109505117652,5.31050515250423,3.71742127239771,0.000427531824356166,0.00872917167462819,-0.157820468245446,1
"212820_at","DMXL2","Dmx like 2",0.500489647134627,6.82524801259371,3.71729702293206,0.000427704258816597,0.00872933880312047,-0.15818902429817,1
"227624_at","TET2","tet methylcytosine dioxygenase 2",0.503094553297875,8.00990438401779,3.71667520205926,0.000428568226168271,0.00874361440159888,-0.160033389741274,1
"218007_s_at","RPS27L","ribosomal protein S27 like",0.537570067523664,6.04333998748371,3.70205090419824,0.000449374889520132,0.00902883913975324,-0.203354205502221,1
"212907_at","SLC30A1","solute carrier family 30 member 1",0.545217217618495,6.11140726730501,3.69977756431777,0.000452694702217237,0.00907870913848342,-0.210078752832559,1
"220066_at","NOD2","nucleotide binding oligomerization domain containing 2",0.558753355420238,7.3154729244204,3.69851357388703,0.000454550657671199,0.00909997546235241,-0.213816515037922,1
"223220_s_at","PARP9","poly(ADP-ribose) polymerase family member 9",0.536948145814808,8.70511586715728,3.69217690210138,0.00046396504861631,0.00923130949344115,-0.232542625108392,1
"229155_at","GSTO2","glutathione S-transferase omega 2",0.533951517378978,4.64265314319089,3.68962585872649,0.000467807459611392,0.00926532086760722,-0.240075736168625,1
"200061_s_at","RPS24","ribosomal protein S24",0.561445904956315,9.00156576356626,3.68784070628185,0.000470514327603012,0.00929256301281848,-0.245345250831824,1
"231345_s_at","DHRS12","dehydrogenase/reductase 12",0.531542426464884,5.98695527107474,3.68772744011281,0.000470686579308472,0.00929256301281848,-0.245679541982749,1
"239249_at","BCL6","BCL6 transcription repressor",0.597077190231603,7.83735271213773,3.67614018475483,0.000488629829233219,0.00950904779723834,-0.279843557477839,1
"206637_at","P2RY14","purinergic receptor P2Y14",0.838774647783416,6.11811399091943,3.67405786428957,0.000491922822706554,0.00955287723049805,-0.285975876341585,1
"229228_at","CREB5","cAMP responsive element binding protein 5",0.510581606481649,8.61291620199715,3.6697949743025,0.000498730364909057,0.00963758286414935,-0.298522974376576,1
"225612_s_at","B3GNT5","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",0.59698663014598,5.36861036432115,3.65874526214772,0.000516797027451213,0.00988348744798474,-0.331002826910254,1
"212042_x_at","RPL7","ribosomal protein L7",0.583352826300992,9.86698514144955,3.65290436557792,0.000526597653628014,0.00999489292340628,-0.348146530421857,1
"223310_x_at","PNPLA8","patatin like phospholipase domain containing 8",0.64819897346077,4.73459631448682,3.65241059315227,0.000527434247863477,0.0100005522551553,-0.349595008631844,1
"212391_x_at","RPS3A","ribosomal protein S3A",0.62612558186825,11.0792576703922,3.63840305499179,0.000551702061575417,0.0103284357043892,-0.390633908110694,1
"228785_at","ZNF281","zinc finger protein 281",0.546125819830748,5.48054920004022,3.63697061033265,0.000554242893807638,0.0103683023854961,-0.394824958996407,1
"1553513_at","VNN3P","vanin 3, pseudogene",0.541174284188031,6.53047824594603,3.63368590665746,0.000560111399964888,0.0104560030115679,-0.404431362545012,1
"204068_at","STK3","serine/threonine kinase 3",0.612146241210986,5.17372780761356,3.63287880365324,0.000561562422975673,0.0104757311666859,-0.406790954471057,1
"211307_s_at","FCAR","Fc alpha receptor",0.522328789046973,6.53382009182456,3.62396602848842,0.000577826053111104,0.0106760994029109,-0.432825372333568,1
"218404_at","SNX10","sorting nexin 10",0.548210917049614,8.3472452448601,3.62391093196541,0.000577927973021521,0.0106760994029109,-0.432986182784963,1
"1552349_a_at","PRSS33","serine protease 33",0.742279676842518,5.09662267487598,3.62319660585195,0.000579250915953724,0.0106922611852182,-0.435070947135118,1
"217915_s_at","RSL24D1","ribosomal L24 domain containing 1",0.580816866270333,6.35868401823348,3.61363240006834,0.000597244302747355,0.0109153173858713,-0.462958654587299,1
"211816_x_at","FCAR","Fc alpha receptor",0.589453840878139,6.07007551710507,3.6017794062482,0.000620283048004238,0.0111598453460668,-0.497454147757668,1
"235348_at","ABHD13","abhydrolase domain containing 13",0.547522198026548,3.3739796827128,3.60063496308768,0.00062255177540562,0.0111855169734559,-0.50078091910463,1
"226106_at","RNF141","ring finger protein 141",0.542681284155494,5.75247420990588,3.59597935041345,0.000631862709810541,0.0113145577622307,-0.514307227828334,1
"221727_at","SUB1","SUB1 regulator of transcription",0.52945990127554,4.81710755741804,3.590867398818,0.000642238972618863,0.0114195632913264,-0.529146321653214,1
"216985_s_at","STX3","syntaxin 3",0.522148761041388,7.26248255325404,3.56587584147528,0.000695344921567324,0.0121006864919904,-0.601494952426658,1
"200826_at","SNRPD2","small nuclear ribonucleoprotein D2 polypeptide",0.556958961050221,8.21798495535886,3.55926606591192,0.000710073969971142,0.0122688935419575,-0.620574686936225,1
"230036_at","SAMD9L","sterile alpha motif domain containing 9 like",0.501412312885631,7.16215474425778,3.55506264516837,0.000719594596612885,0.0123665940216918,-0.632696223216074,1
"204170_s_at","CKS2","CDC28 protein kinase regulatory subunit 2",0.620055707537226,3.65149449674171,3.54974618415915,0.000731810147311207,0.0125283041084892,-0.648014047611911,1
"201754_at","COX6C","cytochrome c oxidase subunit 6C",0.604424243133582,7.12513273796284,3.54874774108392,0.000734126136274214,0.0125498828010112,-0.650889094756963,1
"223501_at","TNFSF13B","TNF superfamily member 13b",0.591471697002261,7.64728238860242,3.54367897308391,0.000745991529648826,0.012662795217581,-0.665476590414708,1
"216951_at","FCGR1A","Fc gamma receptor Ia",0.831687492069811,2.98037340965442,3.54336575710379,0.000746730680407113,0.0126672503899128,-0.666377551660796,1
"218127_at","NFYB","nuclear transcription factor Y subunit beta",0.510471940397154,5.49521795083865,3.53118141571803,0.000776030519769252,0.0130630139564607,-0.701385039998714,1
"224099_at","KCNH7","potassium voltage-gated channel subfamily H member 7",0.532112199641292,6.08542373533872,3.52658381311771,0.000787367719678985,0.0131840681152423,-0.714574050764911,1
"201257_x_at","RPS3A","ribosomal protein S3A",0.593765166348389,11.0376173905954,3.52417043465862,0.000793381655635629,0.0132764026612301,-0.721492710857147,1
"229543_at","CALHM6","calcium homeostasis modulator family member 6",0.755626924884887,6.31878248673629,3.52248466310851,0.000797608313706244,0.0133387316074719,-0.726323619757303,1
"202422_s_at","ACSL4","acyl-CoA synthetase long chain family member 4",0.56329977930035,4.90314923032289,3.52145950143886,0.000800189103905003,0.0133692707655577,-0.729260676367017,1
"200026_at","RPL34","ribosomal protein L34",0.649194110472351,8.00054825166282,3.51934686385932,0.000805532593732875,0.0134332101534738,-0.735311539581457,1
"222465_at","RSL24D1","ribosomal L24 domain containing 1",0.674045977889949,6.41235333538069,3.5156137471084,0.000815057709827339,0.013541066615878,-0.745997802538865,1
"231600_at","CLEC12B","C-type lectin domain family 12 member B",0.554489538996866,2.77056573802403,3.51523987755145,0.000816017515391532,0.0135485419839156,-0.747067613259918,1
"230860_at","CEP19","centrosomal protein 19",0.504907249668256,7.67711629601256,3.50978377361599,0.000830147240027422,0.0136941878438411,-0.762671450729983,1
"225987_at","STEAP4","STEAP4 metalloreductase",0.511512101849037,9.69838966469542,3.50834520769944,0.000833911228463444,0.0137383385180244,-0.766782915869094,1
"1552701_a_at","CARD16","caspase recruitment domain family member 16",0.520309654910854,5.89880332897534,3.50810788414099,0.000834533737322109,0.0137443336031788,-0.767461086663968,1
"204533_at","CXCL10","C-X-C motif chemokine ligand 10",0.678443391943887,2.64676215818256,3.50772941037159,0.000835527401557675,0.0137493033192955,-0.768542542519697,1
"210254_at","MS4A3","membrane spanning 4-domains A3",0.84650482774504,4.67155290739886,3.50763800486201,0.000835767550566739,0.0137493033192955,-0.768803714233119,1
"228032_s_at","DENND1B","DENN domain containing 1B",0.599154900685436,4.8370389049035,3.50740207502992,0.000836387710148877,0.0137493033192955,-0.769477812503792,1
"227295_at","IKBIP","IKBKB interacting protein",0.506356154542499,5.00309193086527,3.5051541804833,0.000842318424424249,0.0138211476699215,-0.775898987291272,1
"224786_at","SCOC","short coiled-coil protein",0.506816197909773,2.5913327367757,3.50482081404521,0.000843201351125171,0.0138313648790893,-0.776851025950136,1
"207072_at","IL18RAP","interleukin 18 receptor accessory protein",0.601936515865508,7.00667849700922,3.49626805371867,0.000866156197124278,0.0141250700854753,-0.801255753277767,1
"214681_at","GK","glycerol kinase",0.648017264065504,7.76771572895449,3.48859451525365,0.000887254929928414,0.0143852769252305,-0.823117994672287,1
"238428_at","KCNJ15","potassium inwardly rectifying channel subfamily J member 15",0.60224937314279,5.44064143630954,3.48332172904721,0.000902034361469696,0.0145432233831595,-0.838121876654577,1
"205016_at","TGFA","transforming growth factor alpha",0.646935537315541,5.31309356809665,3.48101017386383,0.000908586936789281,0.0146094418199325,-0.844694718155464,1
"205568_at","AQP9","aquaporin 9",0.540740005053685,9.42219823861948,3.48004940208392,0.000911323702235281,0.0146326648950751,-0.847425790477823,1
"200963_x_at","RPL31","ribosomal protein L31",0.665114508722159,9.85097662382836,3.47276071798251,0.000932341688844679,0.0148712976401645,-0.868128100680073,1
"200099_s_at","RPS3A","ribosomal protein S3A",0.579210761376462,11.398946615721,3.4704891237156,0.000938985571607635,0.0149279886850826,-0.874574271484255,1
"1552348_at","PRSS33","serine protease 33",0.76899347770801,6.93370276381701,3.46823833185768,0.000945612872701191,0.014991489621404,-0.880958632382582,1
"224961_at","SCYL2","SCY1 like pseudokinase 2",0.584036567623019,4.12970105368137,3.46360870173704,0.000959384181010584,0.0151300863703767,-0.894081853920359,1
"200717_x_at","RPL7","ribosomal protein L7",0.501441141435626,10.0334802957392,3.45904104056818,0.000973157329224479,0.01528832177839,-0.907017924210833,1
"218351_at","COMMD8","COMM domain containing 8",0.595875660440917,2.3220092502946,3.44332236454693,0.00102200078393436,0.0157156761011146,-0.951447294363573,1
"236398_s_at","LNCATV","lncRNA negative regulator of antiviral signaling",0.510129658651046,5.84881314072521,3.44228644973505,0.00102529999437336,0.0157311951297559,-0.954370569604204,1
